Site Longitude   Latitude   Height      Nvel     Evel     Uvel   Nerr   Eerr   Uerr
stp5 268.09669274 44.30394901  353.929    -1.44   -15.72    -2.26   0.11   0.12   0.56 
str1 149.01005115 -35.31553665  799.935    55.38    18.33     -1.3   0.04   0.05   0.15 
str2 149.01015414 -35.31616229  802.470    55.32    18.37    -1.46   0.05   0.06   0.21 
stri 243.66220819 36.64462248 1029.851    -8.44   -15.49     0.02   0.06   0.08   0.23 
strl 282.51637485 38.97721818   56.027     2.75   -14.21    -1.54   0.45   0.42   1.15 
stvi 295.02555264 18.34009461  -21.477    14.13     8.77    -0.34   0.13   0.16    0.3 
suaa 237.82671537 37.42690486   20.368    14.84   -33.42     -0.6   0.27   0.26   0.66 
sulp 24.01448708 49.83558818  370.519    14.08    21.64     0.35   0.04   0.04   0.18 
sum1 257.4882283 34.82506315 1163.377    -5.46   -13.31     0.93   0.27   0.14   0.55 
sum5 257.48822725 34.82506283 1163.538    -4.74   -12.99     0.32   0.14   0.21    0.4 
sumk 73.99710486 44.2081312 1012.136      2.7    27.21    -0.82   0.06   0.05   0.33 
sunm 153.0352991 -27.48489459   92.012    53.79    21.45    -1.15   0.27   0.21   1.03 
sup1 271.55778662 46.74874122  203.038     0.54   -17.77    -1.58   0.35   0.22   1.34 
sup2 272.92649313 45.74948338  153.826    -0.68   -16.46    -1.44   0.04   0.04   0.26 
sup3 274.48719641 46.30266446  221.682    -1.22   -16.84     0.43   0.05   0.04   0.22 
sutb 238.17940351 39.20583654  616.560     -4.6   -22.69    -0.49   0.05   0.04   0.15 
suth 20.81046139 -32.38021171 1799.760     19.3    16.89     0.29   0.06   0.06   0.13 
sutm 20.81091053 -32.38143451 1797.609    19.32    16.95     0.25   0.05   0.05   0.12 
sutt 170.13927873 -45.6341633  417.431    30.42   -31.91    -0.14   0.14   0.14   0.44 
sutv 20.81046343 -32.38020975 1799.761    19.43    16.76     0.49   0.12   0.13   0.27 
suur 24.38026203 59.4635797   84.386    12.79    20.11     3.64   0.22   0.24   0.97 
suwn 127.05423868 37.27551545   82.262   -12.58    26.86     1.17   0.05   0.07   0.15 
svic 238.7467231 43.64306279 1751.346    -7.59   -13.94     -0.2   0.07   0.09   0.34 
svin 237.47368214 38.03317868  -27.544    12.47   -31.53    -1.23   0.04   0.06   0.18 
svrt 28.97351259 40.87471426   57.535     11.8    21.06      1.0   0.45   0.36   1.02 
svtl 29.78087159 60.53286113   76.644    12.13    21.18     2.47   0.06   0.06   0.25 
swep 237.54230231 37.61168369  349.307    19.49    -35.5    -0.82   0.07   0.12    0.3 
swki 22.92822353 54.09861134  215.934    14.75    20.42    -0.18   0.23   0.22   0.75 
swnb 238.64455477 43.67273723 1550.357    -7.52   -13.67    -0.12   0.06   0.08   0.29 
swtg 353.61105251 58.20758598   60.091    17.17    14.28     0.24   0.08   0.08   0.21 
sydn 151.15037931 -33.78087949   85.600    54.43    18.23    -1.17   0.05   0.05   0.17 
syng 239.93044257 34.6072311  167.871    21.82   -43.05    -0.76   0.27   0.15   0.44 
syog 39.58374442 -69.00695751   49.991      2.9    -3.78     0.18   0.04   0.04   0.16 
t3rp 237.41174758 37.92788738  732.399    15.49   -33.23    -1.15   0.11   0.09    0.3 
tabl 242.32172198 34.38184786 2228.024     8.38   -29.93     0.11   0.04   0.04   0.11 
tabv 242.32171739 34.38184894 2228.027     7.79   -30.02     1.28   0.11    0.1   0.22 
taco 237.52849243 47.22886733   81.132    -7.88    -9.28    -2.42   0.17   0.13   0.27 
taej 127.3660784 36.37442194   77.448   -12.61    27.94    -0.44   0.32    0.4   0.94 
taft 240.514831 35.15654504  287.160     5.91   -28.49    -1.73   0.11   0.13   0.29 
tah1 210.39381482 -17.57703062   99.830    34.26   -65.85     -1.2   0.07   0.08   0.28 
tah2 210.39381153 -17.57702898   99.825    34.27   -65.67    -1.48   0.12   0.12   0.45 
taiw 121.5365393 25.02133214   43.982   -12.72     34.6    -2.69   1.22   0.82   1.98 
takl 174.76989409 -36.84360158   40.880    40.27     4.84     -1.3   0.19   0.27   0.75 
takp 175.9629196 -40.06156312  698.844     32.2    -8.15    -1.51   0.29   0.57   0.58 
tamp 262.13597301  22.278321   21.046    -2.84    -8.88     0.07   0.08    0.1   0.26 
tash 69.29556535 41.32804906  439.687     3.96    26.94     0.11   0.08   0.09   0.21 
tate 243.42572719 36.93161688 1293.286     -8.6   -15.64    -0.05   0.07   0.09   0.26 
taup 176.0809946 -38.74271595  427.012    34.04      4.7     0.66   0.18   0.17   0.27 
tauw 178.0058769 -38.16242473  713.464    19.22     2.12     2.96    0.1   0.21   0.28 
taxi 269.53471867 14.03478711   47.252     6.21    -0.58     -1.5   0.42   0.64   1.09 
tblp 239.63966488 35.91741082  937.507     6.59   -25.17     1.95   0.06   0.06   0.22 
tbtg 210.52446222 -23.34179867    4.512    34.46   -63.95    -1.56   0.16   0.16   0.39 
tcms 120.98738941 24.7979862   77.246    -9.25    30.81    -0.46   0.15   0.13    0.2 
tcun 256.39088056 35.08501991 1218.284    -5.15   -13.67     0.81   0.09   0.09   0.28 
tdls 238.87049338 45.60771103   26.534    -8.13   -11.68    -1.17   0.09   0.09   0.61 
tdou 30.38400779 -23.07990921  630.214     17.1    18.57     0.54   0.39    0.3   0.28 
tecf 273.16169036 12.60309773  862.778     8.41     2.68    -1.91   0.34   0.38    0.9 
teg2 272.79435524 14.09007348  951.282     7.08     9.95     3.48   0.41   0.42   0.85 
teha 241.53020592 35.14305918 1174.664     2.14   -23.11      2.0   0.12   0.14   0.23 
tehn 51.3340927 35.69728198 1194.563    19.74    26.89     1.22   0.08    0.1   0.21 
tela 34.78089503 32.06799442   58.347    20.08    22.88     1.06   0.05   0.06    0.1 
teln 273.1651926 12.60640482  891.602     9.37     3.32    -5.24   0.43   0.38   0.82 
tema 175.89046029 -41.10656476  515.205    28.02   -29.07    -3.16   0.08   0.07   0.25 
tenn 172.79022088 -42.21496443 1833.952    37.14    -7.67    -5.24   0.18   0.19   0.55 
ters 5.21938684 53.36273765   56.113    15.11    18.27    -0.48   0.05   0.04   0.12 
teru 358.87570277 40.35050064  956.162    16.34    20.06    -0.19   0.09    0.1   0.19 
tete 33.5763865 -16.14717681  149.233    17.53     19.3    -0.89   0.28   0.35   0.81 
tetn 354.63698632 35.56164323   63.721     17.0    15.14     0.21   0.07   0.08   0.19 
tezi 26.01572962 -15.74652991 1115.245     19.0    20.15     2.91   0.16    0.2   0.64 
tfno 234.0921607 49.15414284   -3.873    -6.39    -2.86     2.12   0.08   0.11    0.2 
tgcu 8.71746639 53.86772944   48.786    15.86    17.11    -0.05    0.1   0.13   0.31 
tgcv 337.0172424 16.75477269   35.214     16.1    18.96    -1.15   0.37   0.76    2.1 
tgde 7.55475374 58.00637633   45.833    15.52    16.12      1.6   0.09   0.06   0.17 
tgho 175.9963308 -38.81286171  385.983    33.01     6.91      2.8   0.24   0.67   0.94 
tghr 175.71191227 -38.67810951  570.257    37.71     0.88    -0.95   0.09    0.1   0.21 
tgoh 176.04746917 -38.84583811  661.055    32.72     4.32     0.51   0.15   0.14    0.3 
tgpm 277.7422821 9.35086508   12.372    10.25    17.13    -2.14   0.16    0.2   0.56 
tgra 175.77014571 -38.86336833  570.015    36.32    -0.63     0.21   0.12   0.14   0.26 
tgri 175.85849312 -38.97712903  520.669    35.16     0.98    -2.91    0.1   0.14   0.29 
tgtk 175.8108318 -38.6110306  637.157    37.25     1.86    -1.19   0.08   0.11   0.21 
tgua 237.80766902 46.21919507 1618.252    -6.32    -9.68    -1.87   0.32   0.19   0.33 
tgwh 175.93960272 -38.67346361  664.820    38.99     3.26    -3.56    0.2   0.16    0.2 
thal 238.06451259 37.35148594   -2.499    12.37   -31.92     1.05    0.2   0.37   1.14 
thap 175.78560148 -39.68249263  572.800    34.86    -2.03     -0.5    0.2   0.27   0.32 
thar 237.82596506 46.27525134 1430.576    -6.37    -9.63     1.07   0.23   0.14    0.5 
thcp 241.58543042 35.15818223 1652.392     2.21   -23.19     0.43   0.04   0.05   0.14 
thev 133.69682616 -32.12862171    7.465    58.74    28.98    -0.42   0.11   0.11   0.34 
thio 166.21537163 -21.60858332  107.025    46.52    21.33    -1.29   0.14   0.15   0.28 
thm2 242.23318181 33.54954483  188.314    18.53   -38.36    -1.99    0.3   0.45   1.48 
thmg 243.9227501 33.65063996   33.612     1.47   -22.87     0.55   0.05   0.08   0.17 
thms 242.23320272 33.54963717  189.224    18.23   -38.71    -1.28   0.09   0.13   0.32 
thsu 264.66009472 29.71400762  -10.285    -1.58   -12.87    -0.96   0.12   0.14   0.31 
thtg 210.39356212 -17.57706053   98.003    34.12   -65.96    -0.98   0.09    0.1   0.29 
thti 210.39355536 -17.57706414   98.037    34.76   -65.38    -0.87   0.05   0.06   0.16 
thu1 291.21199481 76.53733694   55.011      4.8   -22.02     1.73   0.22   0.31   0.79 
thu2 291.17496849 76.53704729   36.066     4.82   -22.57      7.0   0.03   0.03   0.19 
thu3 291.17496543 76.53704744   36.088     4.83   -22.57     7.37   0.05   0.03   0.24 
thun 237.71153493 47.10584098  142.530    -7.91    -9.76    -0.32   0.05   0.08   0.21 
thur 262.44039723 -72.53006566  212.819     3.24    15.45    -3.27   0.22   0.24   0.35 
tibb 237.55240203 37.89087358  -21.243    13.33   -31.79    -0.99   0.04   0.04   0.11 
tid1 148.97999631 -35.39920939  665.343    55.43    18.31    -0.53   0.04   0.04   0.14 
tid2 148.97999616 -35.39920979  665.332    55.41    18.28     0.32   0.12    0.1   0.31 
tidb 148.97999569 -35.39921099  665.352    55.51    18.23    -1.25   0.04   0.04   0.12 
tidv 148.98000105 -35.39919764  665.320     54.8    18.46    -3.22   0.21   0.35    0.7 
tiff 276.84960147 41.0749794  210.458     1.53   -14.85    -1.41   0.08   0.06   0.16 
tiku 99.9441839 -0.3991259   18.344    12.84    25.85    -0.43   0.19   0.27   0.57 
tilc 241.13714711 37.61888812 2165.790    -5.02   -18.57      4.6   0.33   0.14   0.38 
till 236.16923241 45.45512939   -4.587    -3.83    -6.41    -0.19   0.06   0.15   0.18 
timm 317.71385028 62.53554205  313.242    16.19   -15.28     6.71    0.1   0.09   0.37 
tint 175.88567175 -40.77603181  538.498    28.87    -24.9    -4.17   0.14   0.18   0.25 
titz  6.4316265 51.03530521  156.174    15.89    18.34     0.73   0.07   0.08   0.23 
tiva 243.77029546 36.93484993 2034.171    -9.05   -15.52    -0.28   0.05   0.04   0.14 
tixi 128.86641752 71.63447422   47.060   -11.53    17.03     0.83   0.06   0.05   0.21 
tixj 128.86639254 71.63446336   47.024    -8.89     16.4    13.54   0.55   0.41   2.21 
tjrn 239.86744045 34.48347245  157.165     22.3   -41.74     0.18   0.06   0.06   0.16 
tkar 177.8114353 -38.43747474  287.255    19.79     1.91    -0.44   0.11   0.21   0.33 
tkhl 172.96048463 -41.03368261  450.226    41.44     -2.7    -2.06   0.12    0.2   0.37 
tlka 209.57970552 62.30765598  165.943   -26.86    -5.96   -10.81   0.23   0.21   1.08 
tllu 99.13413404 -1.80032209   97.513    29.07    31.39   -10.45   0.33   0.25   0.67 
tlse 1.48088945 43.56069413  207.185    16.34    19.48      0.3   0.03   0.03   0.11 
tlsg 1.48504204 43.54971283  208.741    16.51    19.47      0.1   0.08   0.06    0.3 
tmap 243.83954136 33.64124503  -66.913     4.69   -25.22    -4.14   0.04   0.05    0.2 
tmbu 238.85543166 43.60184046 1721.170    -7.88   -14.05     0.05   0.07    0.1   0.35 
tmco 287.3862759 -38.76476964  137.277    15.97    12.41    10.91   0.26   0.18   0.47 
tmgo 254.76728955 40.13093297 1672.752    -6.41   -14.84     0.47    0.1   0.06    0.2 
tnml 120.98734417 24.79795482   75.871    -9.07    30.64    -0.53   0.14   0.12    0.2 
tnpj 266.78110308 15.70460304   63.370     1.68    -6.74     -4.9   0.57    1.3   1.79 
toiy 242.95059314 39.54217328 2299.060    -9.57    -16.4    -0.06   0.05   0.05   0.14 
tomo 245.33809586 -75.80186755 1170.748     0.68    11.22    50.68   0.91   0.63   1.39 
tong 184.82077522 -21.14471289   56.307    -4.47    88.24     0.49   0.12   0.23   0.29 
tono 242.81596075 38.09719457 2066.029    -9.07   -16.21    -0.27   0.05   0.04   0.11 
topl 311.66932066 -10.17105259  256.532    12.37    -4.04     0.59   0.11   0.18   0.81 
tor2 26.46158858 58.26474349   96.262    12.86    20.41     1.39    0.1   0.08   0.37 
tori 7.66127929 45.06336646  310.728    15.93    20.33      0.7   0.04   0.03   0.12 
torp 241.66940111 33.79779619   -5.219    18.49   -38.99    -0.12   0.04   0.04   0.11 
tors 353.23548196 62.02329546  114.606    17.09    11.77     0.11   0.29   0.29   0.84 
tory 174.28007881 -41.19157527  499.077    38.03   -13.24    -1.92   0.23   0.22   0.44 
tost 241.16333908 34.24795426  274.386    19.44   -38.63    -3.09   0.05   0.04   0.14 
toul 1.48075819 43.5607721  207.097    16.69    20.13    -0.55   0.32    0.3   0.84 
touo 204.29725903 19.50432321 2535.391    39.22    -69.9      0.7   0.53   1.15   0.28 
tow2 147.05568535 -19.26928512   88.131    56.14    29.05     -0.7   0.06   0.04   0.11 
tpw2 236.23163672 46.20737298  -14.949    -4.43    -5.12     0.26   0.06   0.09   0.12 
trab   39.77556 40.99470743   99.282    13.64    25.37     0.01   0.11   0.11   0.45 
trai 242.29004267 49.09811065  416.100   -10.28   -13.82     1.96   0.19   0.14   0.84 
trak 242.19657061 33.61793291  115.564    17.75   -38.39     -0.9   0.03   0.03    0.1 
trav 175.68790675 -41.39800334  365.557    29.74    -34.3    -4.73   0.06   0.08   0.18 
trcp 237.38414665 37.99742199  217.646    15.11   -32.58    -1.31    0.1   0.09   0.26 
trds 10.3191561 63.37138318  317.721    16.05    14.15     4.75   0.05   0.04    0.2 
treo 318.62492434 64.2770686  121.880    16.04   -16.67      6.4   0.07   0.08   0.45 
trev 12.25653806 45.66394521   61.335    17.16     20.6     0.87   0.14    0.1   0.49 
trlk 239.17135033 37.4666426    2.629    -1.88   -23.36    -4.58    0.1   0.12   0.46 
trnd 235.84913388 41.05388574   78.189     3.59    -9.98    -0.38   0.06   0.06   0.12 
trng 176.26087734 -37.728811  151.105    38.08     3.34    -0.02   0.07   0.11   0.15 
trnt 297.83670351 16.76428135  -23.494    22.28    11.95     8.93   0.36   0.09   0.73 
tro1 18.93964404 69.66271726  138.061     15.2    14.76     3.11   0.05   0.07   0.14 
trom 18.9383234 69.6627464  132.421    15.26    14.87     2.49   0.15   0.13   0.23 
troy 243.46945653 34.83859698  613.550    -4.51   -19.21    -0.22   0.07   0.11   0.28 
trwh 174.62764387 -41.27805127  470.296    38.45   -20.11    -0.67   0.13   0.22   0.29 
tsea 210.10502721 61.18732747   42.922   -12.94   -14.92     4.17   0.26   0.08   0.18 
tsep 237.80931911 46.20001342 2104.674    -1.59    24.19   -34.47   0.82   0.87   2.96 
tsk2 140.08711605 36.10557657   69.933    -8.19    -0.51     3.33    0.1   0.18   0.26 
tskb 140.0874969 36.10568053   67.255    -7.82    -2.51     0.64   0.08   0.14   0.23 
tstu 237.7759359 46.23686781 1248.641   -10.71   -14.36     -3.0   0.21   0.12   0.23 
tswy 249.40252478 43.67409038 2190.742    -9.18   -15.77    -0.97   0.05   0.05   0.16 
ttta 166.21689074 -22.01151805   81.653    46.26    20.72    -1.47   0.11   0.09   0.19 
ttuw 298.6009148 10.63953751   -7.523    13.95    12.42     1.12   0.16   0.13   0.65 
tubi 29.45067486 40.78672762  220.444    12.56    18.44    -0.24   0.04   0.04   0.13 
tubo 16.59284091 49.20589563  324.264    15.13    20.89     0.38   0.15   0.14   0.69 
tuc2 24.07055899 35.53319058  160.894   -12.16      8.2    -0.82   0.06   0.09   0.16 
tucu 294.76964814 -26.84325606  485.052    10.33     2.19    -0.37   0.17   0.15   0.43 
tukt 227.00565065 69.43823536   -1.526   -17.77     -9.8     -1.3   0.13    0.2    0.2 
tumw 237.08783882 46.98430082   46.052    -7.02    -8.63    -1.76   0.14   0.12   0.49 
tung 241.74249747 40.40320189 1414.759    -8.58   -17.77     0.35   0.04   0.04   0.13 
turi 176.38255846 -40.26498277  538.196     27.7   -15.05    -1.78   0.21   0.47   0.32 
tuva 179.19656213 -8.52529195   38.407    32.17   -64.31    -0.94    0.1   0.08   0.18 
tvst 121.00183047 14.03403272   55.392      4.1   -19.53     8.59   1.68   0.36    2.9 
twhl 237.07712501 47.01590575  107.296    -6.78     -8.2    -0.49   0.06   0.08   0.13 
twiw 237.84126795 46.21291579 1630.527    -6.75   -10.35    -0.23   0.15   0.19   0.24 
twms 242.27448204 33.97245353  208.082    13.88   -35.63    -0.88   0.06   0.07   0.16 
twri 237.78807205 46.19790241 2070.883    -7.24     -8.1    -0.59   0.68   0.42   0.85 
twsp 239.87832841 48.36554371  477.705   -10.03   -12.29    -0.45   0.29   0.22    0.7 
twtf 121.16449845 24.9535682  200.979    -8.02    30.97    -3.88   0.14    0.1   0.35 
txbm 265.82028942 30.16172204  -11.948    -2.66   -13.11    -1.76   0.24   0.22   0.54 
txc1 265.83973798 31.81369114   69.453    -1.69   -12.83    -0.92   0.07   0.09   0.32 
txga 265.22736137 29.32786812  -10.663    -2.57   -11.57    -1.24   0.24   0.13   0.69 
txgv 265.21069898 29.28513664  -17.440    -2.48   -11.28    -0.81   0.33   0.36   1.11 
uaco 164.46992146 -20.83628294   88.854    46.94    22.21    -0.41   0.17    0.1   0.27 
ucag 9.11013952 39.22803262  134.799    16.13    21.58    -0.23   0.11   0.09   0.32 
ucd1 238.24877152 38.53623995   -0.275    -3.12   -22.34   -11.41   0.05   0.06   0.42 
uclp 241.55809569 34.06911926  111.542    15.74   -37.97    -0.08   0.04   0.05   0.13 
uclu 234.4583597 48.92563813   10.053    -5.82    -2.84     2.24   0.04   0.05   0.13 
ucom 255.59847331 19.12410488   -9.730     2.89    -1.51     0.92   0.35   0.31    0.5 
ucsb 240.15618995 34.41330449   -9.603    19.38   -41.39     0.38   0.08    0.1   0.21 
ucsf 237.54184967 37.76296763  154.609    15.71   -32.22    -0.96   0.07   0.07    0.2 
udec 287.65521484 -37.47230145  178.207    12.55    11.26     7.14   0.17   0.13   0.33 
uepp 308.59146613 -22.11990514  430.938    13.36    -2.88     2.46   0.21   0.23   0.68 
ufda 237.33258368 47.75500937   76.568    -8.48    -8.34    -0.19   0.08   0.11   0.36 
ufpr 310.76904499 -25.44836775  925.779    12.42    -3.57     0.33   0.09   0.07   0.19 
uh01 264.65460477 29.72246453   13.572    -0.82   -12.88    -3.01   0.16   0.13   0.38 
uhks 264.25187382 29.72429511    1.749    -3.11   -13.48    -7.45   0.26   0.33   1.11 
ukia 241.06341744 45.13279758 1009.022    -9.59   -13.89     0.49   0.13   0.09   0.96 
ulab 107.05232383 47.86506823 1575.524    -8.38    28.54     0.84   0.12   0.08   0.23 
uldi 31.42092477 -28.29311703  607.938    18.02    16.47     0.13   0.11   0.13   0.34 
ulp2 344.54367124 28.0695042  375.065    17.36    16.22    -0.19   0.29   0.26   0.74 
ulub 27.48493504 -11.63055566 1280.206    18.94    21.68     2.09   0.28   0.28   0.83 
umlh 95.33899115 5.05312567  -14.600   -52.86   -31.94    29.53    0.4   0.34   0.47 
unb1 293.35829597  45.950209   22.838     7.67   -16.19    -0.35   0.23   0.31   0.79 
unbj 293.35829488 45.95020933   22.748     7.52   -15.94     0.13   0.05   0.04   0.18 
unbn 293.35829263 45.9502101   22.748     7.17   -16.07     0.02    0.2   0.19   0.85 
unfe 11.5991541 44.83294962   66.169    17.97    21.22    -1.25   0.19    0.1   0.46 
univ 275.61408032 42.28561987  264.528     1.35   -15.45    -1.49   0.04   0.05   0.17 
unpg 12.35570139 43.11939042  351.108    17.18    21.53     -0.4   0.04   0.04   0.15 
unpm 273.13182582 20.8685025   -0.454     1.48    -9.35    -1.42   0.11    0.1   0.17 
unsa 294.59235632 -24.72745701 1257.807    11.95     4.94    -0.92   0.06   0.06   0.16 
untr 12.67378928 42.55867938  219.149    17.08    20.93    -0.29   0.12   0.13    0.3 
upad 11.87793051 45.40671691   84.023    17.49    21.36      0.7   0.18    0.2   0.79 
