2024-11-26 07:46:28,845 - 2005-01-01-000000
2024-11-26 07:46:28,893 - 2005-01-01-003000
2024-11-26 07:46:28,913 - 2005-01-01-010000
2024-11-26 07:46:28,932 - 2005-01-01-013000
2024-11-26 07:46:28,951 - 2005-01-01-020000
2024-11-26 07:46:28,970 - 2005-01-01-023000
2024-11-26 07:46:29,084 - 2005-01-01-030000
2024-11-26 07:46:29,104 - 2005-01-01-033000
2024-11-26 07:46:29,126 - 2005-01-01-040000
2024-11-26 07:46:29,159 - 2005-01-01-043000
2024-11-26 07:46:29,181 - 2005-01-01-050000
2024-11-26 07:46:29,201 - 2005-01-01-053000
2024-11-26 07:46:29,221 - 2005-01-01-060000
2024-11-26 07:46:29,240 - 2005-01-01-063000
2024-11-26 07:46:29,259 - 2005-01-01-070000
2024-11-26 07:46:29,279 - 2005-01-01-073000
2024-11-26 07:46:29,298 - 2005-01-01-080000
2024-11-26 07:46:29,317 - 2005-01-01-083000
2024-11-26 07:46:29,336 - 2005-01-01-090000
2024-11-26 07:46:29,355 - 2005-01-01-093000
2024-11-26 07:46:29,374 - 2005-01-01-100000
2024-11-26 07:46:29,392 - 2005-01-01-103000
2024-11-26 07:46:29,414 - 2005-01-01-110000
2024-11-26 07:46:29,433 - 2005-01-01-113000
2024-11-26 07:46:29,452 - 2005-01-01-120000
2024-11-26 07:46:29,471 - 2005-01-01-123000
2024-11-26 07:46:29,490 - 2005-01-01-130000
2024-11-26 07:46:29,508 - 2005-01-01-133000
2024-11-26 07:46:29,526 - 2005-01-01-140000
2024-11-26 07:46:29,545 - 2005-01-01-143000
2024-11-26 07:46:29,563 - 2005-01-01-150000
2024-11-26 07:46:29,581 - 2005-01-01-153000
2024-11-26 07:46:29,599 - 2005-01-01-160000
2024-11-26 07:46:29,618 - 2005-01-01-163000
2024-11-26 07:46:29,638 - 2005-01-01-170000
2024-11-26 07:46:29,656 - 2005-01-01-173000
2024-11-26 07:46:29,675 - 2005-01-01-180000
2024-11-26 07:46:29,694 - 2005-01-01-183000
2024-11-26 07:46:29,715 - 2005-01-01-190000
2024-11-26 07:46:29,734 - 2005-01-01-193000
2024-11-26 07:46:29,753 - 2005-01-01-200000
2024-11-26 07:46:29,771 - 2005-01-01-203000
2024-11-26 07:46:29,789 - 2005-01-01-210000
2024-11-26 07:46:29,808 - 2005-01-01-213000
2024-11-26 07:46:29,827 - 2005-01-01-220000
2024-11-26 07:46:29,846 - 2005-01-01-223000
2024-11-26 07:46:29,865 - 2005-01-01-230000
2024-11-26 07:46:29,885 - 2005-01-01-233000
2024-11-26 07:46:29,904 - 2005-01-02-000000
2024-11-26 07:46:29,923 - 2005-01-02-003000
2024-11-26 07:46:29,941 - 2005-01-02-010000
2024-11-26 07:46:29,960 - 2005-01-02-013000
2024-11-26 07:46:29,979 - 2005-01-02-020000
2024-11-26 07:46:29,998 - 2005-01-02-023000
2024-11-26 07:46:30,016 - 2005-01-02-030000
2024-11-26 07:46:30,034 - 2005-01-02-033000
2024-11-26 07:46:30,053 - 2005-01-02-040000
2024-11-26 07:46:30,071 - 2005-01-02-043000
2024-11-26 07:46:30,090 - 2005-01-02-050000
2024-11-26 07:46:30,110 - 2005-01-02-053000
2024-11-26 07:46:30,129 - 2005-01-02-060000
2024-11-26 07:46:30,162 - 2005-01-02-063000
2024-11-26 07:46:30,181 - 2005-01-02-070000
2024-11-26 07:46:30,200 - 2005-01-02-073000
2024-11-26 07:46:30,218 - 2005-01-02-080000
2024-11-26 07:46:30,237 - 2005-01-02-083000
2024-11-26 07:46:30,255 - 2005-01-02-090000
2024-11-26 07:46:30,273 - 2005-01-02-093000
2024-11-26 07:46:30,291 - 2005-01-02-100000
2024-11-26 07:46:30,310 - 2005-01-02-103000
2024-11-26 07:46:30,328 - 2005-01-02-110000
2024-11-26 07:46:30,346 - 2005-01-02-113000
2024-11-26 07:46:30,365 - 2005-01-02-120000
2024-11-26 07:46:30,385 - 2005-01-02-123000
2024-11-26 07:46:30,403 - 2005-01-02-130000
2024-11-26 07:46:30,422 - 2005-01-02-133000
2024-11-26 07:46:30,441 - 2005-01-02-140000
2024-11-26 07:46:30,459 - 2005-01-02-143000
2024-11-26 07:46:30,477 - 2005-01-02-150000
2024-11-26 07:46:30,495 - 2005-01-02-153000
2024-11-26 07:46:30,513 - 2005-01-02-160000
2024-11-26 07:46:30,531 - 2005-01-02-163000
2024-11-26 07:46:30,549 - 2005-01-02-170000
2024-11-26 07:46:30,567 - 2005-01-02-173000
2024-11-26 07:46:30,585 - 2005-01-02-180000
2024-11-26 07:46:30,603 - 2005-01-02-183000
2024-11-26 07:46:30,622 - 2005-01-02-190000
2024-11-26 07:46:30,642 - 2005-01-02-193000
2024-11-26 07:46:30,662 - 2005-01-02-200000
2024-11-26 07:46:30,681 - 2005-01-02-203000
2024-11-26 07:46:30,698 - 2005-01-02-210000
2024-11-26 07:46:30,716 - 2005-01-02-213000
2024-11-26 07:46:30,734 - 2005-01-02-220000
2024-11-26 07:46:30,752 - 2005-01-02-223000
2024-11-26 07:46:30,770 - 2005-01-02-230000
2024-11-26 07:46:30,788 - 2005-01-02-233000
2024-11-26 07:46:30,806 - 2005-01-03-000000
2024-11-26 07:46:30,825 - 2005-01-03-003000
2024-11-26 07:46:30,843 - 2005-01-03-010000
2024-11-26 07:46:30,863 - 2005-01-03-013000
2024-11-26 07:46:30,881 - 2005-01-03-020000
