2024-11-26 07:46:30,899 - 2005-01-03-023000
2024-11-26 07:46:30,917 - 2005-01-03-030000
2024-11-26 07:46:30,935 - 2005-01-03-033000
2024-11-26 07:46:30,954 - 2005-01-03-040000
2024-11-26 07:46:30,972 - 2005-01-03-043000
2024-11-26 07:46:30,991 - 2005-01-03-050000
2024-11-26 07:46:31,009 - 2005-01-03-053000
2024-11-26 07:46:31,028 - 2005-01-03-060000
2024-11-26 07:46:31,046 - 2005-01-03-063000
2024-11-26 07:46:31,065 - 2005-01-03-070000
2024-11-26 07:46:31,084 - 2005-01-03-073000
2024-11-26 07:46:31,142 - 2005-01-03-080000
2024-11-26 07:46:31,276 - 2005-01-03-083000
2024-11-26 07:46:31,323 - 2005-01-03-090000
2024-11-26 07:46:31,395 - 2005-01-03-093000
2024-11-26 07:46:31,530 - 2005-01-03-100000
2024-11-26 07:46:31,588 - 2005-01-03-103000
2024-11-26 07:46:31,729 - 2005-01-03-110000
2024-11-26 07:46:31,797 - 2005-01-03-113000
2024-11-26 07:46:31,861 - 2005-01-03-120000
2024-11-26 07:46:32,002 - 2005-01-03-123000
2024-11-26 07:46:32,056 - 2005-01-03-130000
2024-11-26 07:46:32,185 - 2005-01-03-133000
2024-11-26 07:46:32,233 - 2005-01-03-140000
2024-11-26 07:46:32,277 - 2005-01-03-143000
2024-11-26 07:46:32,393 - 2005-01-03-150000
2024-11-26 07:46:32,470 - 2005-01-03-153000
2024-11-26 07:46:32,547 - 2005-01-03-160000
2024-11-26 07:46:32,689 - 2005-01-03-163000
2024-11-26 07:46:32,818 - 2005-01-03-170000
2024-11-26 07:46:32,861 - 2005-01-03-173000
2024-11-26 07:46:32,898 - 2005-01-03-180000
2024-11-26 07:46:33,012 - 2005-01-03-183000
2024-11-26 07:46:33,069 - 2005-01-03-190000
2024-11-26 07:46:33,127 - 2005-01-03-193000
2024-11-26 07:46:33,251 - 2005-01-03-200000
2024-11-26 07:46:33,331 - 2005-01-03-203000
2024-11-26 07:46:33,387 - 2005-01-03-210000
2024-11-26 07:46:33,446 - 2005-01-03-213000
2024-11-26 07:46:33,485 - 2005-01-03-220000
2024-11-26 07:46:33,598 - 2005-01-03-223000
2024-11-26 07:47:01,323 - 2005-01-01 00:00:00
2024-11-26 07:47:01,364 - 2005-01-01 00:30:00
2024-11-26 07:47:01,384 - 2005-01-01 01:00:00
2024-11-26 07:47:01,402 - 2005-01-01 01:30:00
2024-11-26 07:47:01,421 - 2005-01-01 02:00:00
2024-11-26 07:47:01,440 - 2005-01-01 02:30:00
2024-11-26 07:47:01,458 - 2005-01-01 03:00:00
2024-11-26 07:47:01,476 - 2005-01-01 03:30:00
2024-11-26 07:47:01,494 - 2005-01-01 04:00:00
2024-11-26 07:47:01,512 - 2005-01-01 04:30:00
2024-11-26 07:47:01,529 - 2005-01-01 05:00:00
2024-11-26 07:47:01,546 - 2005-01-01 05:30:00
2024-11-26 07:47:01,565 - 2005-01-01 06:00:00
2024-11-26 07:47:01,583 - 2005-01-01 06:30:00
2024-11-26 07:47:01,601 - 2005-01-01 07:00:00
2024-11-26 07:47:01,619 - 2005-01-01 07:30:00
2024-11-26 07:47:01,636 - 2005-01-01 08:00:00
2024-11-26 07:47:01,653 - 2005-01-01 08:30:00
2024-11-26 07:47:01,672 - 2005-01-01 09:00:00
2024-11-26 07:47:01,691 - 2005-01-01 09:30:00
2024-11-26 07:47:01,709 - 2005-01-01 10:00:00
2024-11-26 07:47:01,728 - 2005-01-01 10:30:00
2024-11-26 07:47:01,747 - 2005-01-01 11:00:00
2024-11-26 07:47:01,766 - 2005-01-01 11:30:00
2024-11-26 07:47:01,784 - 2005-01-01 12:00:00
2024-11-26 07:47:01,801 - 2005-01-01 12:30:00
2024-11-26 07:47:01,819 - 2005-01-01 13:00:00
2024-11-26 07:47:01,838 - 2005-01-01 13:30:00
2024-11-26 07:47:01,856 - 2005-01-01 14:00:00
2024-11-26 07:47:01,875 - 2005-01-01 14:30:00
2024-11-26 07:47:01,893 - 2005-01-01 15:00:00
2024-11-26 07:47:01,911 - 2005-01-01 15:30:00
2024-11-26 07:47:01,929 - 2005-01-01 16:00:00
2024-11-26 07:47:01,947 - 2005-01-01 16:30:00
2024-11-26 07:47:01,965 - 2005-01-01 17:00:00
2024-11-26 07:47:01,983 - 2005-01-01 17:30:00
2024-11-26 07:47:02,001 - 2005-01-01 18:00:00
2024-11-26 07:47:02,018 - 2005-01-01 18:30:00
2024-11-26 07:47:02,036 - 2005-01-01 19:00:00
2024-11-26 07:47:26,688 - 2005-01-01 00:00:00
2024-11-26 07:47:26,724 - 2005-01-01 00:30:00
2024-11-26 07:47:26,743 - 2005-01-01 01:00:00
2024-11-26 07:47:26,762 - 2005-01-01 01:30:00
2024-11-26 07:47:26,781 - 2005-01-01 02:00:00
2024-11-26 07:47:26,799 - 2005-01-01 02:30:00
2024-11-26 07:47:26,818 - 2005-01-01 03:00:00
2024-11-26 07:47:26,836 - 2005-01-01 03:30:00
2024-11-26 07:47:26,853 - 2005-01-01 04:00:00
2024-11-26 07:47:26,872 - 2005-01-01 04:30:00
2024-11-26 07:47:26,890 - 2005-01-01 05:00:00
2024-11-26 07:47:26,909 - 2005-01-01 05:30:00
2024-11-26 07:47:26,926 - 2005-01-01 06:00:00
2024-11-26 07:47:26,944 - 2005-01-01 06:30:00
2024-11-26 07:47:26,963 - 2005-01-01 07:00:00
2024-11-26 07:47:26,981 - 2005-01-01 07:30:00
2024-11-26 07:47:27,000 - 2005-01-01 08:00:00
2024-11-26 07:47:27,019 - 2005-01-01 08:30:00
2024-11-26 07:47:27,038 - 2005-01-01 09:00:00
2024-11-26 07:47:27,057 - 2005-01-01 09:30:00
2024-11-26 07:47:27,076 - 2005-01-01 10:00:00
2024-11-26 07:47:27,095 - 2005-01-01 10:30:00
2024-11-26 07:47:27,114 - 2005-01-01 11:00:00
2024-11-26 07:47:27,132 - 2005-01-01 11:30:00
2024-11-26 07:47:27,150 - 2005-01-01 12:00:00
2024-11-26 07:47:27,168 - 2005-01-01 12:30:00
2024-11-26 07:47:27,186 - 2005-01-01 13:00:00
2024-11-26 07:47:27,204 - 2005-01-01 13:30:00
2024-11-26 07:47:27,222 - 2005-01-01 14:00:00
2024-11-26 07:47:27,240 - 2005-01-01 14:30:00
2024-11-26 07:47:27,258 - 2005-01-01 15:00:00
2024-11-26 07:47:27,276 - 2005-01-01 15:30:00
2024-11-26 07:47:27,294 - 2005-01-01 16:00:00
2024-11-26 07:47:27,312 - 2005-01-01 16:30:00
2024-11-26 07:47:27,330 - 2005-01-01 17:00:00
2024-11-26 07:47:27,347 - 2005-01-01 17:30:00
2024-11-26 07:47:27,381 - 2005-01-01 18:00:00
2024-11-26 07:47:27,399 - 2005-01-01 18:30:00
2024-11-26 07:47:27,416 - 2005-01-01 19:00:00
2024-11-26 07:47:27,434 - 2005-01-01 19:30:00
2024-11-26 07:47:27,452 - 2005-01-01 20:00:00
2024-11-26 07:47:27,471 - 2005-01-01 20:30:00
2024-11-26 07:47:27,489 - 2005-01-01 21:00:00
2024-11-26 07:47:27,507 - 2005-01-01 21:30:00
2024-11-26 07:47:27,525 - 2005-01-01 22:00:00
2024-11-26 07:47:27,543 - 2005-01-01 22:30:00
2024-11-26 07:47:27,561 - 2005-01-01 23:00:00
2024-11-26 07:47:27,579 - 2005-01-01 23:30:00
2024-11-26 07:47:27,597 - 2005-01-02 00:00:00
2024-11-26 07:47:27,616 - 2005-01-02 00:30:00
2024-11-26 07:47:27,633 - 2005-01-02 01:00:00
2024-11-26 07:47:27,651 - 2005-01-02 01:30:00
2024-11-26 07:47:27,669 - 2005-01-02 02:00:00
2024-11-26 07:47:27,687 - 2005-01-02 02:30:00
2024-11-26 07:47:27,705 - 2005-01-02 03:00:00
2024-11-26 07:47:27,722 - 2005-01-02 03:30:00
2024-11-26 07:47:27,740 - 2005-01-02 04:00:00
2024-11-26 07:47:27,758 - 2005-01-02 04:30:00
2024-11-26 07:47:27,776 - 2005-01-02 05:00:00
2024-11-26 07:47:27,794 - 2005-01-02 05:30:00
2024-11-26 07:47:27,812 - 2005-01-02 06:00:00
2024-11-26 07:47:27,830 - 2005-01-02 06:30:00
2024-11-26 07:47:27,848 - 2005-01-02 07:00:00
2024-11-26 07:47:27,867 - 2005-01-02 07:30:00
2024-11-26 07:47:27,885 - 2005-01-02 08:00:00
2024-11-26 07:47:27,903 - 2005-01-02 08:30:00
2024-11-26 07:47:27,920 - 2005-01-02 09:00:00
2024-11-26 07:47:27,939 - 2005-01-02 09:30:00
2024-11-26 07:47:27,957 - 2005-01-02 10:00:00
2024-11-26 07:47:27,976 - 2005-01-02 10:30:00
2024-11-26 07:47:27,996 - 2005-01-02 11:00:00
2024-11-26 07:47:28,015 - 2005-01-02 11:30:00
2024-11-26 07:47:28,035 - 2005-01-02 12:00:00
2005-01-01 00:00:00
2005-01-01 00:30:00
2005-01-01 01:00:00
2005-01-01 01:30:00
2005-01-01 02:00:00
2005-01-01 02:30:00
2005-01-01 03:00:00
2005-01-01 03:30:00
2005-01-01 04:00:00
2005-01-01 04:30:00
2005-01-01 05:00:00
2005-01-01 05:30:00
2005-01-01 06:00:00
2005-01-01 06:30:00
2005-01-01 07:00:00
2005-01-01 07:30:00
2005-01-01 08:00:00
2005-01-01 08:30:00
2005-01-01 09:00:00
2005-01-01 09:30:00
2005-01-01 10:00:00
2005-01-01 10:30:00
2005-01-01 11:00:00
2005-01-01 11:30:00
2005-01-01 12:00:00
2005-01-01 12:30:00
2005-01-01 13:00:00
2005-01-01 13:30:00
2005-01-01 14:00:00
2005-01-01 14:30:00
2005-01-01 15:00:00
2005-01-01 15:30:00
2005-01-01 16:00:00
2005-01-01 16:30:00
2005-01-01 17:00:00
2005-01-01 17:30:00
2005-01-01 18:00:00
2005-01-01 18:30:00
2005-01-01 19:00:00
2005-01-01 19:30:00
2005-01-01 20:00:00
2005-01-01 20:30:00
2005-01-01 21:00:00
2005-01-01 21:30:00
2005-01-01 22:00:00
2005-01-01 22:30:00
2005-01-01 23:00:00
2005-01-01 23:30:00
2005-01-02 00:00:00
2005-01-02 00:30:00
2005-01-02 01:00:00
2005-01-02 01:30:00
2005-01-02 02:00:00
2005-01-02 02:30:00
2005-01-02 03:00:00
2005-01-02 03:30:00
2005-01-02 04:00:00
2005-01-02 04:30:00
2005-01-02 05:00:00
2005-01-02 05:30:00
2005-01-02 06:00:00
2005-01-02 06:30:00
2005-01-02 07:00:00
2005-01-02 07:30:00
2005-01-02 08:00:00
2005-01-02 08:30:00
2005-01-02 09:00:00
2005-01-02 09:30:00
2005-01-02 10:00:00
2005-01-02 10:30:00
2005-01-02 11:00:00
2005-01-02 11:30:00
2005-01-02 12:00:00
2005-01-02 12:30:00
2005-01-02 13:00:00
2005-01-02 13:30:00
2005-01-02 14:00:00
2005-01-02 14:30:00
2005-01-02 15:00:00
2005-01-02 15:30:00
2005-01-02 16:00:00
2005-01-02 16:30:00
2005-01-02 17:00:00
2005-01-02 17:30:00
2005-01-02 18:00:00
2005-01-02 18:30:00
2005-01-02 19:00:00
2005-01-02 19:30:00
2005-01-02 20:00:00
2005-01-02 20:30:00
2005-01-02 21:00:00
2005-01-02 21:30:00
2005-01-02 22:00:00
2005-01-02 22:30:00
2005-01-02 23:00:00
2005-01-02 23:30:00
2005-01-03 00:00:00
2005-01-03 00:30:00
2005-01-03 01:00:00
2005-01-03 01:30:00
2005-01-03 02:00:00
2005-01-03 02:30:00
2005-01-03 03:00:00
2005-01-03 03:30:00
2005-01-03 04:00:00
2005-01-03 04:30:00
2005-01-03 05:00:00
2005-01-03 05:30:00
2005-01-03 06:00:00
2005-01-03 06:30:00
2005-01-03 07:00:00
2005-01-03 07:30:00
2005-01-03 08:00:00
2005-01-03 08:30:00
2005-01-03 09:00:00
2005-01-03 09:30:00
2005-01-03 10:00:00
2005-01-03 10:30:00
2005-01-03 11:00:00
2005-01-03 11:30:00
2005-01-03 12:00:00
2005-01-03 12:30:00
2005-01-03 13:00:00
2005-01-03 13:30:00
2005-01-03 14:00:00
2005-01-03 14:30:00
2005-01-03 15:00:00
2005-01-03 15:30:00
2005-01-03 16:00:00
2005-01-03 16:30:00
2005-01-03 17:00:00
2005-01-03 17:30:00
2005-01-03 18:00:00
